A	TRACTO ALIMENTARIO Y METABOLISMO
N05AF	DERIVADOS DE TIOXANTENO
N05AF05	ZUCLOPENTIXOL
N05AG	DERIVADOS DE DIFENILBUTILPIPERIDINA
N05AG02	PIMOZIDA
N05AH	DIAZEPINAS
N05AH02	CLOZAPINA
N05AH03	OLANZAPINA
N05AH04	QUETIAPINA
N05AH06	CLOTIAPINA
N05AL	BENZAMIDAS
N05AL01	SULPIRIDA
N05AL03	TIAPRIDA
N05AL05	AMISULPRIDA
N05AN	LITIO
N05AN01	LITIO
N05AX	OTROS ANTIPSICÓTICOS
N05AX08	RISPERIDONA
N05AX12	ARIPIPRAZOL
N05AX13	PALIPERIDONA
N05B	ANSIOLÍTICOS
N05BA	DERIVADOS DE BENZODIAZEPINA
N05BA01	DIAZEPAM
N05BA02	CLORDIAZEPÓXIDO
N05BA05	CLORAZEPATO DE POTASIO
N05BA06	LORAZEPAM
N05BA08	BROMAZEPAM
N05BA09	CLOBAZAM
N05BA10	KETAZOLAM
N05BA12	ALPRAZOLAM
N05BA13	HALAZEPAM
N05BA14	PINAZEPAM
N05BA21	CLOTIAZEPAM
N05BB	DERIVADOS DE DIFENILMETANO
N05BB01	HIDROXIZINA
N05C	HIPNÓTICOS Y SEDANTES
N05CD	DERIVADOS DE BENZODIAZEPINA
N05CD01	FLURAZEPAM
N05CD03	FLUNITRAZEPAM
N05CD05	TRIAZOLAM
N05CD06	LORMETAZEPAM
N05CD08	MIDAZOLAM
N05CD09	BROTIZOLAM
N05CD10	QUAZEPAM
N05CD11	LOPRAZOLAM
N05CF	FÁRMACOS RELACIONADOS CON BENZODIAZEPINAS
N05CF01	ZOPICLONA
N05CF02	ZOLPIDEM
N05CM	OTROS HIPNÓTICOS Y SEDANTES
N05CM02	CLOMETIAZOL
N05CM09	VALERIANA
N05CX	HIPNÓTICOS Y SEDANTES EN ASOCIACIÓN
N06	PSICOANALÉPTICOS
N06A	ANTIDEPRESIVOS
N06AA	INHIBIDORES NO SELECTIVOS DE RECAPTACIÓN DE MONOAMINAS
N06AA02	IMIPRAMINA
N06AA04	CLOMIPRAMINA
N06AA06	TRIMIPRAMINA
N06AA09	AMITRIPTILINA
N06AA10	NORTRIPTILINA
N06AA12	DOXEPINA
N06AA16	DOSULEPINA
N06AA21	MAPROTILINA
N06AB	INHIBIDORES SELECTIVOS DE RECAPTACIÓN DE SEROTONINA
N06AB03	FLUOXETINA
N06AB04	CITALOPRAM
N06AB05	PAROXETINA
N06AB06	SERTRALINA
N06AB08	FLUVOXAMINA
N06AB10	ESCITALOPRAM
N06AF	INHIBIDORES DE LA MONOAMINOOXIDASA
N06AF04	TRANILCIPROMINA
N06AG	INHIBIDORES DE LA MONOAMINOOXIDASA TIPO A
N06AG02	MOCLOBEMIDA
N06AX	OTROS ANTIDEPRESIVOS
N06AX01	OXITRIPTÁN
N06AX03	MIANSERINA
N06AX05	TRAZODONA
N06AX11	MIRTAZAPINA
N06AX12	BUPROPIÓN
N06AX16	VENLAFAXINA
N06AX18	REBOXETINA
N06AX21	DULOXETINA
N06AX22	AGOMELATINA
N06B	PSICOESTIMULANTES
N06BA	SIMPATICOMIMÉTICOS DE ACCIÓN CENTRAL
N06BA04	METILFENIDATO
N06BA07	MODAFINILO
N06BA09	ATOMOXETINA
N06BC	DERIVADOS DE XANTINA
N06BC01	CAFEÍNA
N06BX	OTROS PSICOESTIMULANTES Y NOOTRÓPICOS
N06BX03	PIRACETAM
N06BX06	CITICOLINA
N06BX08	PIRISUDANOL
N06BX18	VINPOCETINA
N06C	PSICOLÉPTICOS Y PSICOANALÉPTICOS EN ASOCIACIÓN
N06CA	ANTIDEPRESIVOS EN ASOCIACIÓN CON PSICOLÉPTICOS
N06CA01	AMITRIPTILINA Y PSICOLÉPTICOS
N06CA02	MELITRACENO Y PSICOLÉPTICOS
N06D	FÁRMACOS ANTI
N06DA	ANTICOLINESTERASAS
N06DA02	DONEPEZILO
N06DA03	RIVASTIGMINA
N06DA04	GALANTAMINA
N06DX	OTROS FÁRMACOS ANTI
N06DX01	MEMANTINA
N06DX02	GINKGO BILOBA
N07	OTROS FÁRMACOS ACTIVOS SOBRE EL SISTEMA NERVIOSO
N07A	PARASIMPATICOMIMÉTICOS
N07AA	INHIBIDORES DE LA ACETILCOLINESTERASA
N07AA01	NEOSTIGMINA
N07AA02	PIRIDOSTIGMINA
N07AA03	DISTIGMINA
N07AA30	AMBENONIO
N07AA51	NEOSTIGMINA, COMBINACIONES
N07AB	ÉSTERES DE LA COLINA
N07AB01	CARBACOL
N07AB02	BETANECOL
N07AX	OTROS PARASIMPATICOMIMÉTICOS
N07AX01	PILOCARPINA
N07AX02	COLINA, ALFOSCERATO
N07B	DROGAS USADAS EN DESÓRDENES ADICTIVOS
N07BA	DROGAS USADAS CONTRA LA DEPENDENCIA DE NICOTINA
N07BA01	NICOTINA
N07BA02	BUPROPION
N07BA03	VARENICLINA
N07BB	DROGAS USADAS CONTRA LA DEPENDENCIA DE ALCOHOL
N07BB01	DISULFIRÁN
N07BB02	CALCIO, CARBIMIDA
N07BB03	ACAMPROSATO
N07BB04	NALTREXONA
N07BC	DROGAS USADAS CONTRA LA DEPENDENCIA DE OPIOIDES
N07BC01	BUPRENORFINA
N07BC02	METADONA
N07BC03	LEVACETILMETADOL
N07BC04	LOFEXIDINA
N07BC51	BUPRENORFINA, COMBINACIONES
N07C	PREPARADOS CONTRA EL VÉRTIGO
N07CA	PREPARADOS CONTRA EL VÉRTIGO
N07CA01	BETAHISTINA
N07CA02	CINARIZINA
N07CA03	FLUNARIZINA
N07CA04	ACETIL LEUCINA
N07CA52	CINARIZINA, COMBINACIONES
N07X	OTRAS DROGAS QUE ACTÚAN SOBRE EL SISTEMA NERVIOSO
N07XA	GANGLIÓSIDOS Y DERIVADOS DE GANGLIÓSIDOS
N07XX	OTRAS DROGAS QUE ACTÚAN SOBRE EL SISTEMA NERVIOSO
N07XX01	TIRILAZAD
N07XX02	RILUZOL
N07XX03	XALIPRODEN
N07XX04	HIDROXIBUTIRICO, ÁCIDO
N07XX05	AMIFAMPRIDINA
N07XX06	TETRABENAZINA
P	ANTIPARASITARIOS, INSECTICIDAS Y REPELENTES
P01	ANTIPROTOZOARIOS
P01A	AGENTES CONTRA LA AMEBIASIS Y OTRAS ENFERMEDADES POR PROTOZOARIOS
P01AA	DERIVADOS DE LA HIDROXIQUINOLINA
P01AA01	BROXIQUINOLINA
P01AA02	CLIOQUINOL
P01AA04	CLORQUINALDOL
P01AA05	TILBROQUINOL
P01AA52	CLIOQUINOL, COMBINACIONES
P01AB	DERIVADOS DEL NITROIMIDAZOL
P01AB01	METRONIDAZOL
P01AB02	TINIDAZOL
P01AB03	ORNIDAZOL
P01AB04	AZANIDAZOL
P01AB05	PROPENIDAZOL
P01AB06	NIMORAZOL
P01AB07	SECNIDAZOL
P01AC	DERIVADOS DE LA DICLOROACETAMIDA
P01AC01	DILOXANIDA
P01AC02	CLEFAMIDA
P01AC03	ETOFAMIDA
P01AC04	TECLOZAN
P01AR	COMPUESTOS DEL ARSÉNICO
P01AR01	ARSTINOL
P01AR02	DIFETARSONA
P01AR03	GLICOBIARSOL
P01AR53	GLICOBIARSOL, COMBINACIONES
P01AX	OTROS AGENTES CONTRA LA AMEBIASIS Y OTRAS ENFERMEDADES POR PROTOZOARIOS
P01AX01	CHINIOFON
P01AX02	EMETINA
P01AX04	FANQUINONA
P01AX05	MEPACRINE
P01AX06	ATOVACUONA
P01AX07	TRIMETREXATO
P01AX08	TENONITROZOL
P01AX09	DIHIDROEMETINA
P01AX10	FUMAGILINA
P01AX11	NITAZOXANIDA
P01AX52	EMETINA, COMBINACIONES
P01B	ANTIPALÚDICOS
P01BA	AMINOQUINOLINAS
P01BA01	CLOROQUINA
P01BA02	HIDROXICLOROQUINA
P01BA03	PRIMAQUINA
P01BA06	AMODIAQUINA
P01BB	BIGUANIDAS
P01BB01	PROGUANIL
P01BB02	CICLOGUANIL, EMBONATO
P01BB51	PROGUANIL, COMBINACIONES
P01BC	METANOLQUINOLINAS
P01BC01	QUININA
P01BC02	MEFLOQUINA
P01BD	DIAMINOPIRIMIDINAS
P01BD01	PIRIMETAMINA
P01BD51	PIRIMETAMINA, COMBINACIONES
P01BE	ARTEMISININA Y DERIVADOS
P01BE01	ARTEMISININA
P01BE02	ARTEMETER
P01BE03	ARTESUNATO
P01BE04	ARTEMOTIL
P01BE05	ARTENIMOL
P01BE52	ARTEMETER, COMBINACIONES
P01BX	OTROS ANTIPALÚDICOS
P01BX01	HALOFANTRINA
P01C	AGENTES CONTRA LA LEISHMANIASIS Y OTRAS TRIPANOSOMIASIS
P01CA	DERIVADOS DEL NITROIMIDAZOL
P01CA02	BENZINIDAZOL
P01CB	COMPUESTOS ANTIMONIALES
P01CB01	MEGLUMINA, ANTIMONIATO
P01CB02	ESTIBOGLUCONATO SÓDICO
P01CC	DERIVADOS DEL NITROFURANO
P01CC01	NIFURTIMOX
P01CC02	NITROFURAL
P01CD	COMPUESTOS DEL ARSÉNICO
P01CD01	MELARSOPROL
P01CD02	ACETARSOL
P01CX	OTROS AGENTES CONTRA LA LEISHMANIASIS Y TRIPANOSOMIASIS
P01CX01	ISETIONATO DE PENTAMIDINA
P01CX02	SURAMINA SÓDICA
P01CX03	EFLORNITINA
P02	ANTIHELMÍNTICOS
P02B	ANTITREMATODOS
P02BA	DERIVADOS DE LA QUINOLINA Y SUSTANCIAS RELACIONADAS
P02BA01	PRAZICUANTEL
P02BA02	OXAMNIQUINA
P02BB	COMPUESTOS ORGANOFOSFORADOS
P02BB01	METRIFONATO
P02BX	OTROS AGENTES ANTITREMATODOS
P02BX01	BITIONOL
P02BX02	NIRIDAZOL
P02BX03	ESTIBOFEN
P02BX04	TRICLABENDAZOL
P02C	ANTINEMATODOS
P02CA	DERIVADOS DEL BENZIMIDAZOL
P02CA01	MEBENDAZOL
P02CA02	TIABENDAZOL
P02CA03	ALBENDAZOL
P02CA04	CICLOBENDAZOL
P02CA05	FLUBENDAZOL
P02CA06	FENBENDAZOL
P02CA51	MEBENDAZOL, COMBINACIONES
P02CB	PIPERAZINA Y DERIVADOS
P02CB01	PIPERAZINA
P02CB02	DIETILCARBAMAZINA
P02CC	DERIVADOS DE LA TETRAHIDROPIRIMIDINA
P02CC01	PIRANTEL
P02CC02	OXANTEL
P02CE	DERIVADOS DEL IMIDAZOTIAZOL
P02CE01	LEVAMISOL
P02CF	AVERMECTINAS
P02CF01	IVERMECTINA
P02CX	OTROS ANTINEMATODOS
P02CX01	PIRVINIO
P02CX02	BEFENIO
P02D	ANTICESTODOS
P02DA	DERIVADOS DEL ÁCIDO SALICÍLICO
P02DA01	NICLOSAMIDA
P02DX	OTROS ANTICESTODOS
P02DX01	DESASPIDIN
P02DX02	DICLOROFENO
P03	ECTOPARASITICIDAS
P03A	ECTOPARASITICIDAS, INCL ESCABICIDAS
P03AA	PRODUCTOS QUE CONTIENEN AZUFRE
P03AA01	DIXANTOGEN
P03AA02	POLISULFIDA POTÁSICA
P03AA03	MESULFEN
P03AA04	DISULFIRAM
P03AA05	TIRAM
P03AA54	DISULFIRAM, COMBINACIONES
P03AB	PRODUCTOS QUE CONTIENEN CLORO
P03AB01	CLOFENOTANO
P03AB02	LINDANO
P03AB51	CLOFENOTANO, COMBINACIONES
P03AC	PIRETRINAS, INCL COMPUESTOS SINTÉTICOS
P03AC01	PIRETRO
P03AC02	BIOALETRINA
P03AC03	FENOTRINA
P03AC04	PERMETRINA
P03AC51	PIRETRO, COMBINACIONES
P03AC52	BIOALETRINA, COMBINACIONES
P03AC53	FENOTRINA, COMBINACIONES
P03AC54	PERMETRINA, COMBINACIONES
P03AX	OTROS ECTOPARASITICIDAS, INCL ESCABICIDAS
P03AX01	BENZILBENZOATO
P03AX02	OLEINATO DE COBRE
P03AX03	MALATHION
P03AX04	QUASSIA
P03B	INSECTICIDAS Y REPELENTES
P03BA	PIRETRINAS5
P03BA01	CIFLUTRINA
P03BA02	CIPERMETRINA
P03BA03	DECAMETRINA
P03BA04	TETRAMETRINA
P03BX	OTROS INSECTICIDAS Y REPELENTES
P03BX01	DIETILTOLUAMIDA
P03BX02	DIMETILFTALATO
P03BX03	DIBUTILFTALATO
P03BX04	DIBUTILSUCCINATO
P03BX05	DIMETILCARBATO
P03BX06	ETOHEXADIOL
R	SISTEMA RESPIRATORIO
R01	PREPARACIONES NASALES
R01A	DESCONGESTIVOS Y OTROS PREPARADOS NASALES PARA USO TÓPICO
R01AA	SIMPATICOMIMÉTICOS, MONODROGAS
R01AA02	CICLOPENTAMINA
R01AA03	EFEDRINA
R01AA04	FENILEFRINA
R01AA05	OXIMETAZOLINA
R01AA06	TETRIZOLINA
R01AA07	XILOMETAZOLINA
R01AA08	NAFAZOLINA
R01AA09	TRAMAZOLINA
R01AA10	METIZOLINA
R01AA11	TUAMINOHEPTANO
R01AA12	FENOXAZOLINA
R01AA13	TIMAZOLINA
R01AA14	EPINEFRINA
R01AB	SIMPATICOMIMÉTICOS, COMBINACIONES EXCL CORTICOSTEROIDES
R01AB01	FENILEFRINA
R01AB02	NAFAZOLINA
R01AB03	TETRIZOLINA
R01AB05	EFEDRINA
R01AB06	XILOMETAZOLINA
R01AB07	OXIMETAZOLINA
R01AB08	TUAMINOHEPTANO
R01AC	AGENTES ANTIALÉRGICOS, EXCL CORTICOSTEROIDES
R01AC01	ÁCIDO CROMOGLÍCICO
R01AC02	LEVOCABASTINA
R01AC03	AZELASTINA
R01AC04	ANTAZOLINA
R01AC05	ÁCIDO ESPAGLÚMICO
R01AC06	TONZILAMINA
R01AC07	NEDOCROMIL
R01AC08	OLOPATADINA
R01AC51	ÁCIDO CROMOGLÍCICO, COMBINACIONES
R01AD	CORTICOSTEROIDES
R01AD01	BECLOMETASONA
R01AD02	PREDNISOLONA
R01AD03	DEXAMETASONA
R01AD04	FLUNISÓLIDO
R01AD05	BUDESÓNIDO
R01AD06	BETAMETASONA
R01AD07	TIXOCORTOL
R01AD08	FLUTICASONA
R01AD09	MOMETASONA
R01AD11	TRIAMCINOLONA
R01AD12	FLUTICASONA FUROATO
R01AD52	PREDNISOLONA, COMBINACIONES
R01AD53	DEXAMETASONA, COMBINACIONES
R01AD57	TIXOCORTOL, COMBINACIONES
R01AD60	HIDROCORTISONA, COMBINACIONES
R01AX	OTROS PREPARADOS NASALES
R01AX01	TIOCIANATO CÁLCICO DE HEXAMINA
R01AX02	RETINOL
R01AX03	BROMURO DE IPRATROPIO
R01AX05	RITIOMETANO
R01AX06	MUPIROCINA
R01AX07	HEXAMIDINA
R01AX08	FRAMICETINA
R01AX10	VARIOS
R01AX30	COMBINACIONES
R01B	DESCONGESTIVOS NASALES PARA USO SISTÉMICO
R01BA	SIMPATICOMIMÉTICOS
R01BA01	FENILPROPANOLAMINA
R01BA02	PSEUDOEFEDRINA
R01BA03	FENILEFRINA
R01BA51	FENILPROPANOLAMINA, COMBINATIONS
R01BA52	PSEUDOEFEDRINA, COMBINATIONS
R01BA53	FENILEFRINA, COMBINATIONS
R02	PREPARADOS PARA LA GARGANTA
R02A	PREPARADOS PARA LA GARGANTA
R02AA	ANTISÉPTICOS
R02AA01	AMBAZONA
R02AA02	DEQUALINIO
R02AA03	DICLOROBENZIL ALCOHOL
R02AA05	CLORHEXIDINA
R02AA06	CETILPIRIDINIO
R02AA09	BENZETONIO
R02AA10	MIRISTILBENZALCONIO
R02AA11	CLORQUINALDOL
R02AA12	HEXILRESORCINOL
R02AA13	ACRIFLAVINIO, CLORURO
R02AA14	OXIQUINOLINA
R02AA15	POVIDONA YODADA
R02AA16	BENZALCONIO
R02AA17	CETRIMONIO
R02AA18	HEXAMIDINA
R02AA19	FENOL
R02AA20	VARIOS
R02AB	ANTIBIÓTICOS
R02AB01	NEOMICINA
R02AB02	TIROTRICINA
R02AB03	FUSAFUNGINA
R02AB04	BACITRACINA
R02AB30	GRAMICIDINA
R02AD	ANESTÉSICOS
R02AD01	BENZOCAÍNA
R02AD02	LIDOCAÍNA
R02AD03	COCAÍNA
R02AD04	DICLONINA
R03	AGENTES CONTRA PADECIMIENTOS OBSTRUCTIVOS DE LAS VÍAS RESPIRATORIAS
R03A	ADRENÉRGICOS, INHALATORIOS
R03AA	AGONISTAS DE RECEPTORES ADRENÉRGICOS ALFA Y BETA
R03AA01	EPINEFRINA
R03AB	AGONISTAS DE RECEPTORES BETA ADRENÉRGICOS NO SELECTIVOS
R03AB02	ISOPRENALINA
R03AB03	ORCIPRENALINA
R03AC	AGONISTAS SELECTIVOS DE RECEPTORES BETA-2 ADRENÉRGICOS
R03AC02	SALBUTAMOL
R03AC03	TERBUTALINA
R03AC04	FENOTEROL
R03AC05	RIMITEROL
R03AC06	HEXOPRENALINA
R03AC07	ISOETARINA
R03AC08	PIRBUTEROL
R03AC09	TRETOQUINOL
R03AC10	CARBUTEROL
R03AC11	TULOBUTEROL
R03AC12	SALMETEROL
R03AC13	FORMOTEROL
R03AC14	CLENBUTEROL
R03AC15	REPROTEROL
R03AC16	PROCATEROL
R03AC17	BITOLTEROL
R03AC18	INDACATEROL
R03AH	COMBINACIONES DE AGENTES ADRENÉRGICOS
R03AK	ADRENÉRGICOS Y OTROS AGENTES CONTRA PADECIMIENTOS OBSTRUCTIVOS DE LAS VÍAS RESPIRATORIAS
R03AK01	EPINEFRINA Y OTRAS DROGAS PARA LAS ENFERMEDADES OBSTRUCTIVAS DE LAS VÍAS AÉREAS
R03AK02	ISOPRENALINA Y OTRAS DROGAS PARA LAS ENFERMEDADES OBSTRUCTIVAS DE LAS VÍAS AÉREAS
R03AK03	FENOTEROL Y OTRAS DROGAS PARA LAS ENFERMEDADES OBSTRUCTIVAS DE LAS VÍAS AÉREAS
R03AK04	SALBUTAMOL Y OTRAS DROGAS PARA LAS ENFERMEDADES OBSTRUCTIVAS DE LAS VÍAS AÉREAS
R03AK05	REPROTEROL Y OTRAS DROGAS PARA LAS ENFERMEDADES OBSTRUCTIVAS DE LAS VÍAS AÉREAS
R03AK06	SALMETEROL Y OTRAS DROGAS PARA LAS ENFERMEDADES OBSTRUCTIVAS DE LAS VÍAS AÉREAS
R03AK07	FORMOTEROL Y OTRAS DROGAS PARA LAS ENFERMEDADES OBSTRUCTIVAS DE LAS VÍAS AÉREAS
R03B	OTROS AGENTES CONTRA PADECIMIENTOS OBSTRUCTIVOS DE LAS VÍAS RESPIRATORIAS, INHALATORIOS
R03BA	GLUCOCORTICOIDES
R03BA01	BECLOMETASONA
R03BA02	BUDESÓNIDO
R03BA03	FLUNISÓLIDO
R03BA04	BETAMETASONA
R03BA05	FLUTICASONA
R03BA06	TRIAMCINOLONA
R03BA07	MOMETASONA
R03BA08	CICLESÓNIDO
R03BB	ANTICOLINÉRGICOS
R03BB01	IPRATROPIO, BROMURO
R03BB02	OXITROPIO, BROMURO BROMIDE
R03BB03	PRPEARACIONES DE ESTRAMONIO
R03BB04	TIOTROPIO, BROMURO
R03BC	AGENTES ANTIALÉRGICOS, EXCL CORTICOSTEROIDES
R03BC01	ÁCIDO CROMOGLÍCICO
R03BC03	NEDOCROMIL
R03BX	OTROS AGENTES CONTRA PADECIMIENTOS OBSTRUCTIVOS DE LAS VÍAS RESPIRATORIAS, INHALATORIOS
R03BX01	FENSPIRIDE
R03C	ADRENÉRGICOS PARA USO SISTÉMICO
R03CA	AGONISTAS DE RECEPTORES ALFA Y BETA ADRENÉRGICOS
R03CA02	EFEDRINA
R03CB	AGONISTAS DE RECEPTORES BETA ADRENÉRGICOS NO SELECTIVOS
R03CB01	ISOPRENALINA
R03CB02	METOXIFENAMINA
R03CB03	ORCIPRENALINA
R03CB51	ISOPRENALINA, COMBINACIONES
R03CB53	ORCIPRENALINA, COMBINACIONES
R03CC	AGONISTAS SELECTIVOS DE RECEPTORES BETA-2 ADRENÉRGICOS
R03CC02	SALBUTAMOL
R03CC03	TERBUTALINA
R03CC04	FENOTEROL
R03CC05	HEXOPRENALINA
R03CC06	ISOETARINA
R03CC07	PIRBUTEROL
R03CC08	PROCATEROL
R03CC09	TRETOQUINOL
R03CC10	CARBUTEROL
R03CC11	TULOBUTEROL
R03CC12	BAMBUTEROL
R03CC13	CLENBUTEROL
R03CC14	REPROTEROL
R03CC53	TERBUTALINA, COMBINACIONES
R03CK	ADRENÉRGICOS Y OTROS AGENTES CONTRA PADECIMIENTOS OBSTRUCTIVOS DE LAS VÍAS RESPIRATORIAS
R03D	OTROS AGENTES CONTRA PADECIMIENTOS OBSTRUCTIVOS DE LAS VÍAS RESPIRATORIAS, INHALATORIOS PARA USO SISTÉMICO
R03DA	XANTINAS
R03DA01	DIPROFILINA
R03DA02	TEOFILINATO DE COLINA
R03DA03	PROXIFILINA
R03DA04	TEOFILINA
R03DA05	AMINOFILINA
R03DA06	ETAMIFILINA
R03DA07	TEOBROMINA
R03DA08	BAMIFILINA
R03DA09	ACEFILINA PIPERAZINA
R03DA10	BUFILINA
R03DA11	DOXOFILINA
R03DA20	COMBINACIONES DE XANTINAS
R03DA51	DIPROFILINA, COMBINACIONES
R03DA54	TEOFILINA, COMBINACIONES EXCL PSICOLÉPTICOS
R03DA55	AMINOFILINA, COMBINACIONES
R03DA57	TEOBROMINA, COMBINACIONES
R03DA74	TEOFILINA, COMBINACIONES CON PSICOLÉPTICOS
R03DB	XANTINAS Y ADRENÉRGICOS15
R03DB01	DIPROFILINA Y ADRENÉRGICOS
R03DB02	TEOFILINATO DE COLINA Y ADRENÉRGICOS
R03DB03	PROXIFILINE Y ADRENÉRGICOS
R03DB04	TEOFILINE Y ADRENÉRGICOS
R03DB05	AMINOFILINE Y ADRENÉRGICOS
R03DB06	ETAMIFILINE Y ADRENÉRGICOS
R03DC	ANTAGONISTAS DEL RECEPTOR DE LEUCOTRIENOS
R03DC01	ZAFIRLUKAST
R03DC02	PRANLUKAST
R03DC03	MONTELUKAST
R03DC04	IBUDILAST
R03DX	OTROS AGENTES CONTRA PADECIMIENTOS OBSTRUCTIVOS DE LAS VÍAS RESPIRATORIAS, INHALATORIOS PARA USO SISTÉMICO
R03DX01	AMLEXANOX
R03DX02	EPROZINOL
R03DX03	FENSPIRIDE
R03DX05	OMALIZUMAB
R03DX06	SERATRODAST
R03DX07	ROFLUMILAST
R05	PREPARADOS PARA LA TOS Y EL RESFRIADO
R05C	EXPECTORANTES, EXCL COMBINACIONES CON SUPRESORES DE LA TOS
R05CA	EXPECTORANTES
R05CA01	TILOXAPOL
R05CA02	YODURO POTÁSICO
R05CA03	GUAIFENESINA
R05CA04	IPECACUANA
R05CA05	RAÍZ DE ALTEA
R05CA06	SENEGA
R05CA07	PENTASULFURO DE ANTIMONIO
R05CA08	CREOSOTA
R05CA09	GUAYACOL SULFONATO
R05CA10	COMBINACIONES
R05CA11	LEVOVERBENONA
R05CB	MUCOLÍTICOS
R05CB01	ACETILCISTEÍNA
R05CB02	BROMHEXINA
R05CB03	CARBOCISTEÍNA
R05CB04	EPRAZINONA
R05CB05	MESNA
R05CB06	AMBROXOL
R05CB07	SOBREROL
R05CB08	DOMIODOL
R05CB09	LETOSTEINA
R05CB10	COMBINACIONES
R05CB11	ESTEPRONINA
R05CB12	TIOPRONINA
R05CB13	DORNASA ALFA (DESOXYRIBONUCLEASE)
R05CB14	NELTENEXINA
R05CB15	ERDOSTEINA
R05CZ	EXPECTORANTES Y
R05D	SUPRESORES DE LA TOS, EXCL COMBINACIONES CON EXPECTORANTES
R05DA	ALCALOIDES DEL OPIO Y DERIVADOS
R05DA01	ETILMORFINA
R05DA03	HIDROCODONA
R05DA04	CODEÍNA
R05DA05	ALCALOIDES DEL OPIO CON MORFINA
R05DA06	NORMETADONA
R05DA07	NOSCAPINA
R05DA08	FOLCODINA
R05DA09	DEXTROMETORFANO
R05DA10	TEBACON
R05DA11	DIMEMORFANO
R05DA12	ACETILDIHIDROCODEÍNA
R05DA20	COMBINACIONES
R05DB	OTROS SUPRESORES DE LA TOS
R05DB01	BENZONATATO
R05DB02	BENPROPERINA
R05DB03	CLOBUTINOL
R05DB04	ISOAMINILO
R05DB05	PENTOXIVERINA
R05DB07	OXOLAMINA
R05DB09	OXELADIN
R05DB10	CLOFEDANOL
R05DB11	PIPAZETATO
R05DB12	BROMURO DE BIBENZONIO
R05DB13	BUTAMIRATO
R05DB14	FEDRILATO
R05DB15	ZIPEPROL
R05DB16	DIBUNATO
R05DB17	DROXIPROPINA
R05DB18	PRENOXDIAZINA
R05DB19	DROPROPIZINA
R05DB20	COMBINACIONES
R05DB21	CLOPERASTINA
R05DB22	MEPROTIXOL
R05DB23	PIPERIDIONA
R05DB24	TIPEPIDINA
R05DB25	MORCLOFONA
R05DB26	NEPINALONA
R05DB27	LEVODROPROPIZINA
R05DB28	DIMETOXANATO
R05F	COMBINACIONES DE SUPRESORES DE LA TOS Y EXPECTORANTES
R05FA	DERIVADOS DEL OPIO Y EXPECTORANTES
R05FA01	DERIVADOS DEL OPPIO Y MUCOLÍTICOS
R05FA02	DERIVDOS DEL OPIO Y EXPECTORANTES
R05FB	OTROS SUPRESORES DE LA TOS Y EXPECTORANTES
R05FB01	SUPRESORES DE LA TOS Y MUCOLÍTICOS
R05FB02	SUPRESORES DE LA TOS Y EXPECTORANTES
R05X	OTROS PREPARADOS COMBINADOS CONTRA EL RESFRIADO
R06	ANTIHISTAMÍNICOS PARA USO SISTÉMICO
R06A	ANTIHISTAMÍNICOS PARA USO SISTÉMICO
R06AA	AMINOALQUIL ÉTERES
R06AA01	BROMAZINA
R06AA02	DIFENHIDRAMINA
R06AA04	CLEMASTINA
R06AA06	CLORFENOXAMINA
R06AA07	DIFENILPIRALINA
R06AA08	CARBINOXAMINA
R06AA09	DOXILAMINA
R06AA52	DIFENHIDRAMINA, COMBINACIONES
R06AA54	CLEMASTINA, COMBINACIONES
R06AA56	CLORFENOXAMINA, COMBINACIONES
R06AA57	DIFENILPIRALINA, COMBINACIONES
R06AB	ALQUILAMINAS SUBSTITUIDAS
R06AB01	BROMFENIRAMINA
R06AB02	DEXCLORFENIRAMINA
R06AB03	DIMETINDENE
R06AB04	CLORFENAMINA
R06AB05	FENIRAMINA
R06AB06	DEXBROMFENIRAMINA
R06AB07	TALASTINA
R06AB51	BROMFENIRAMINA, COMBINACIONES
R06AB52	DEXCLORFENIRAMINA, COMBINACIONES
R06AB54	CLORFENAMINA, COMBINACIONES
R06AB56	DEXBROMFENIRAMINA, COMBINACIONES
R06AC	ETILENDIAMINAS SUBSTITUIDAS
R06AC01	MEPIRAMINA
R06AC02	HISTAPIRRODINA
R06AC03	CLOROPIRAMINA
R06AC04	TRIPELENAMINA
R06AC05	METAPIRILENO
R06AC06	TONZILAMINA
R06AC52	HISTAPIRRODINA, COMBINACIONES
R06AC53	CLOROPIRAMINA, COMBINACIONES
R06AD	DERIVADOS DE LA FENOTIAZINA
R06AD01	ALIMEMAZINA
R06AD02	PROMETAZINA
R06AD03	TIETILPERAZINA
R06AD04	METDILAZINA
R06AD05	HIDROXIETILPROMETAZINA
R06AD06	TIAZINAM
R06AD07	MEQUITAZINA
R06AD08	OXOMEMAZINA
R06AD09	ISOTIPENDIL
R06AD52	PROMETAZINA, COMBINATIONS
R06AD55	HIDROXIETILPROMETAZINA, COMBINACIONES
R06AE	DERIVADOS DE LA PIPERAZINA
R06AE01	BUCLIZINA
R06AE03	CICLIZINA
R06AE04	CLORCICLIZINA
R06AE05	MECLOZINA
R06AE06	OXATOMIDA
R06AE07	CETIRIZINA
R06AE09	LEVOCETIRIZINA
R06AE51	BUCLIZINA, COMBINACIONES
R06AE53	CICLIZINA, COMBINACIONES
R06AE55	MECLOZINA, COMBINACIONES
R06AK	COMBINACIONES DE ANTIHISTAMÍNICOS
