"HASA008";"Fermeture primaire bilatérale d'une fente labiale sans fente osseuse alvéolomaxillaire, sans réparation complète de la déformation nasale [Chéiloplastie primaire bilatérale pour fente labiale]";"330,67";"<?xml version="1.0" encoding="ISO-8859-1"?><activity>1</activity><phase>0</phase><reimbursment></reimbursment><agreement></agreement><exemption>1</exemption><regroupment>ADC</regroupment>"
"HASA008";"anesthésie";"139,67";"<?xml version="1.0" encoding="ISO-8859-1"?><activity>4</activity><phase>0</phase><reimbursment></reimbursment><agreement></agreement><exemption>1</exemption><regroupment>ADA</regroupment>"
"HASA014";"Fermeture primaire bilatérale d'une fente labiale sans fente osseuse alvéolomaxillaire, avec réparation complète de la déformation nasale [Chéilorhinoplastie primaire bilatérale pour fente labiale]";"384,41";"<?xml version="1.0" encoding="ISO-8859-1"?><activity>1</activity><phase>0</phase><reimbursment></reimbursment><agreement></agreement><exemption>1</exemption><regroupment>ADC</regroupment>"
"HASA014";"anesthésie";"212,99";"<?xml version="1.0" encoding="ISO-8859-1"?><activity>4</activity><phase>0</phase><reimbursment></reimbursment><agreement></agreement><exemption>1</exemption><regroupment>ADA</regroupment>"
"HASA019";"Fermeture labiale primaire unilatérale d'une fente labio-alvéolo-maxillaire, sans correction complète de la déformation nasale [Chéiloplastie unilatérale pour fente labio-alvéolo-maxillaire]";"281,59";"<?xml version="1.0" encoding="ISO-8859-1"?><activity>1</activity><phase>0</phase><reimbursment></reimbursment><agreement></agreement><exemption>1</exemption><regroupment>ADC</regroupment>"
"HASA019";"anesthésie";"218,85";"<?xml version="1.0" encoding="ISO-8859-1"?><activity>4</activity><phase>0</phase><reimbursment></reimbursment><agreement></agreement><exemption>1</exemption><regroupment>ADA</regroupment>"
"HASA001";"Fermeture labiale primaire unilatérale d'une fente labio-alvéolo-maxillaire, avec correction complète de la déformation nasale [Chéilorhinoplastie unilatérale pour fente labio-alvéolo-maxillaire]";"347,96";"<?xml version="1.0" encoding="ISO-8859-1"?><activity>1</activity><phase>0</phase><reimbursment></reimbursment><agreement></agreement><exemption>1</exemption><regroupment>ADC</regroupment>"
"HASA001";"anesthésie";"252,94";"<?xml version="1.0" encoding="ISO-8859-1"?><activity>4</activity><phase>0</phase><reimbursment></reimbursment><agreement></agreement><exemption>1</exemption><regroupment>ADA</regroupment>"
"HASA006";"Fermeture labiale primaire bilatérale d'une fente labio-alvéolo-maxillaire, sans correction complète de la déformation nasale [Chéiloplastie bilatérale pour fente labio-alvéolo-maxillaire]";"375,10";"<?xml version="1.0" encoding="ISO-8859-1"?><activity>1</activity><phase>0</phase><reimbursment></reimbursment><agreement></agreement><exemption>1</exemption><regroupment>ADC</regroupment>"
"HASA006";"anesthésie";"286,63";"<?xml version="1.0" encoding="ISO-8859-1"?><activity>4</activity><phase>0</phase><reimbursment></reimbursment><agreement></agreement><exemption>1</exemption><regroupment>ADA</regroupment>"
"HASA020";"Fermeture labiale primaire bilatérale d'une fente labio-alvéolo-maxillaire, avec correction complète de la déformation nasale [Chéilorhinoplastie bilatérale pour fente labio-alvéolo-maxillaire]";"426,09";"<?xml version="1.0" encoding="ISO-8859-1"?><activity>1</activity><phase>0</phase><reimbursment></reimbursment><agreement></agreement><exemption>1</exemption><regroupment>ADC</regroupment>"
"HASA020";"anesthésie";"312,69";"<?xml version="1.0" encoding="ISO-8859-1"?><activity>4</activity><phase>0</phase><reimbursment></reimbursment><agreement></agreement><exemption>1</exemption><regroupment>ADA</regroupment>"
"HAMA006";"Correction primaire unilatérale complète d'une fente labioalvéolaire ou labiomaxillaire";"246,64";"<?xml version="1.0" encoding="ISO-8859-1"?><activity>1</activity><phase>0</phase><reimbursment></reimbursment><agreement></agreement><exemption>1</exemption><regroupment>ADC</regroupment>"
"HAMA006";"anesthésie";"146,64";"<?xml version="1.0" encoding="ISO-8859-1"?><activity>4</activity><phase>0</phase><reimbursment></reimbursment><agreement></agreement><exemption>1</exemption><regroupment>ADA</regroupment>"
"HAMA017";"Correction primaire bilatérale complète d'une fente labioalvéolaire ou labiomaxillaire";"309,71";"<?xml version="1.0" encoding="ISO-8859-1"?><activity>1</activity><phase>0</phase><reimbursment></reimbursment><agreement></agreement><exemption>1</exemption><regroupment>ADC</regroupment>"
"HAMA017";"anesthésie";"196,09";"<?xml version="1.0" encoding="ISO-8859-1"?><activity>4</activity><phase>0</phase><reimbursment></reimbursment><agreement></agreement><exemption>1</exemption><regroupment>ADA</regroupment>"
"HACA001";"Adhésion labiale pour fente labio-maxillo-palatine unilatérale";"145,19";"<?xml version="1.0" encoding="ISO-8859-1"?><activity>1</activity><phase>0</phase><reimbursment></reimbursment><agreement></agreement><exemption>1</exemption><regroupment>ADC</regroupment>"
"HACA001";"anesthésie";"133,44";"<?xml version="1.0" encoding="ISO-8859-1"?><activity>4</activity><phase>0</phase><reimbursment></reimbursment><agreement></agreement><exemption>1</exemption><regroupment>ADA</regroupment>"
"HACA002";"Adhésion labiale pour fente labio-maxillo-palatine bilatérale";"234,59";"<?xml version="1.0" encoding="ISO-8859-1"?><activity>1</activity><phase>0</phase><reimbursment></reimbursment><agreement></agreement><exemption>1</exemption><regroupment>ADC</regroupment>"
"HACA002";"anesthésie";"177,06";"<?xml version="1.0" encoding="ISO-8859-1"?><activity>4</activity><phase>0</phase><reimbursment></reimbursment><agreement></agreement><exemption>1</exemption><regroupment>ADA</regroupment>"
"HASD006";"Fermeture primaire d'une fente du palais osseux [Uranoplastie pour fente orofaciale]";"232,53";"<?xml version="1.0" encoding="ISO-8859-1"?><activity>1</activity><phase>0</phase><reimbursment></reimbursment><agreement></agreement><exemption>1</exemption><regroupment>ADC</regroupment>"
"HASD006";"anesthésie";"147,74";"<?xml version="1.0" encoding="ISO-8859-1"?><activity>4</activity><phase>0</phase><reimbursment></reimbursment><agreement></agreement><exemption>1</exemption><regroupment>ADA</regroupment>"
"HDSD002";"Fermeture primaire d'une fente vélaire [Staphylorraphie pour fente orofaciale]";"237,05";"<?xml version="1.0" encoding="ISO-8859-1"?><activity>1</activity><phase>0</phase><reimbursment></reimbursment><agreement></agreement><exemption>1</exemption><regroupment>ADC</regroupment>"
"HDSD002";"anesthésie";"172,66";"<?xml version="1.0" encoding="ISO-8859-1"?><activity>4</activity><phase>0</phase><reimbursment></reimbursment><agreement></agreement><exemption>1</exemption><regroupment>ADA</regroupment>"
"HASD007";"Fermeture primaire d'une fente palatovélaire [Uranostaphylorraphie pour fente orofaciale]";"281,87";"<?xml version="1.0" encoding="ISO-8859-1"?><activity>1</activity><phase>0</phase><reimbursment></reimbursment><agreement></agreement><exemption>1</exemption><regroupment>ADC</regroupment>"
"HASD007";"anesthésie";"183,30";"<?xml version="1.0" encoding="ISO-8859-1"?><activity>4</activity><phase>0</phase><reimbursment></reimbursment><agreement></agreement><exemption>1</exemption><regroupment>ADA</regroupment>"
"HASA017";"Fermeture unilatérale de la lèvre et du palais osseux d'une fente labio-maxillo-palatine, en un temps [Chéilo-rhino-uranoplastie unilatérale pour fente orofaciale]";"442,42";"<?xml version="1.0" encoding="ISO-8859-1"?><activity>1</activity><phase>0</phase><reimbursment></reimbursment><agreement></agreement><exemption>1</exemption><regroupment>ADC</regroupment>"
"HASA017";"anesthésie";"253,98";"<?xml version="1.0" encoding="ISO-8859-1"?><activity>4</activity><phase>0</phase><reimbursment></reimbursment><agreement></agreement><exemption>1</exemption><regroupment>ADA</regroupment>"
"HASA004";"Fermeture bilatérale de la lèvre et du palais osseux d'une fente labio-maxillo-palatine, en un temps [Chéilo-rhino-uranoplastie bilatérale pour fente orofaciale]";"529,34";"<?xml version="1.0" encoding="ISO-8859-1"?><activity>1</activity><phase>0</phase><reimbursment></reimbursment><agreement></agreement><exemption>1</exemption><regroupment>ADC</regroupment>"
"HASA004";"anesthésie";"315,56";"<?xml version="1.0" encoding="ISO-8859-1"?><activity>4</activity><phase>0</phase><reimbursment></reimbursment><agreement></agreement><exemption>1</exemption><regroupment>ADA</regroupment>"
"HASA022";"Fermeture unilatérale de la lèvre et du voile du palais d'une fente labio-maxillo-palatine, en un temps [Chéilorhinoplastie unilatérale avec staphylorraphie pour fente orofaciale]";"444,07";"<?xml version="1.0" encoding="ISO-8859-1"?><activity>1</activity><phase>0</phase><reimbursment></reimbursment><agreement></agreement><exemption>1</exemption><regroupment>ADC</regroupment>"
"HASA022";"anesthésie";"253,98";"<?xml version="1.0" encoding="ISO-8859-1"?><activity>4</activity><phase>0</phase><reimbursment></reimbursment><agreement></agreement><exemption>1</exemption><regroupment>ADA</regroupment>"
"HASA016";"Fermeture bilatérale de la lèvre et du voile du palais d'une fente labio-maxillo-palatine, en un temps [Chéilorhinoplastie bilatérale avec staphylorraphie pour fente orofaciale]";"530,98";"<?xml version="1.0" encoding="ISO-8859-1"?><activity>1</activity><phase>0</phase><reimbursment></reimbursment><agreement></agreement><exemption>1</exemption><regroupment>ADC</regroupment>"
"HASA016";"anesthésie";"318,85";"<?xml version="1.0" encoding="ISO-8859-1"?><activity>4</activity><phase>0</phase><reimbursment></reimbursment><agreement></agreement><exemption>1</exemption><regroupment>ADA</regroupment>"
"HASA007";"Fermeture unilatérale complète d'une fente labio-maxillo-palatine, en un temps [Chéilo-rhino-urano-staphylorraphie unilatérale pour fente orofaciale]";"459,70";"<?xml version="1.0" encoding="ISO-8859-1"?><activity>1</activity><phase>0</phase><reimbursment></reimbursment><agreement></agreement><exemption>1</exemption><regroupment>ADC</regroupment>"
"HASA007";"anesthésie";"261,31";"<?xml version="1.0" encoding="ISO-8859-1"?><activity>4</activity><phase>0</phase><reimbursment></reimbursment><agreement></agreement><exemption>1</exemption><regroupment>ADA</regroupment>"
"HASA010";"Fermeture bilatérale complète d'une fente labio-maxillo-palatine, en un temps [Chéilo-rhino-urano-staphylorraphie bilatérale pour fente orofaciale]";"546,61";"<?xml version="1.0" encoding="ISO-8859-1"?><activity>1</activity><phase>0</phase><reimbursment></reimbursment><agreement></agreement><exemption>1</exemption><regroupment>ADC</regroupment>"
"HASA010";"anesthésie";"328,02";"<?xml version="1.0" encoding="ISO-8859-1"?><activity>4</activity><phase>0</phase><reimbursment></reimbursment><agreement></agreement><exemption>1</exemption><regroupment>ADA</regroupment>"
"HAMA012";"Plastie cutanéomuqueuse de symétrisation labiale pour séquelle d'une fente labio-maxillo-palatine";"150,11";"<?xml version="1.0" encoding="ISO-8859-1"?><activity>1</activity><phase>0</phase><reimbursment></reimbursment><agreement></agreement><exemption>1</exemption><regroupment>ADC</regroupment>"
"HAMA012";"anesthésie";"84,31";"<?xml version="1.0" encoding="ISO-8859-1"?><activity>4</activity><phase>0</phase><reimbursment></reimbursment><agreement></agreement><exemption>1</exemption><regroupment>ADA</regroupment>"
"GAMA025";"Correction de séquelle narinaire d'une fente labio-maxillo-palatine unilatérale";"191,95";"<?xml version="1.0" encoding="ISO-8859-1"?><activity>1</activity><phase>0</phase><reimbursment></reimbursment><agreement></agreement><exemption>1</exemption><regroupment>ADC</regroupment>"
"GAMA025";"anesthésie";"74,77";"<?xml version="1.0" encoding="ISO-8859-1"?><activity>4</activity><phase>0</phase><reimbursment></reimbursment><agreement></agreement><exemption>1</exemption><regroupment>ADA</regroupment>"
"GAMA026";"Correction de séquelle narinaire d'une fente labio-maxillo-palatine bilatérale";"214,15";"<?xml version="1.0" encoding="ISO-8859-1"?><activity>1</activity><phase>0</phase><reimbursment></reimbursment><agreement></agreement><exemption>1</exemption><regroupment>ADC</regroupment>"
"GAMA026";"anesthésie";"82,10";"<?xml version="1.0" encoding="ISO-8859-1"?><activity>4</activity><phase>0</phase><reimbursment></reimbursment><agreement></agreement><exemption>1</exemption><regroupment>ADA</regroupment>"
"HAMA024";"Correction de séquelle labionarinaire d'une fente labio-maxillo-palatine unilatérale";"299,43";"<?xml version="1.0" encoding="ISO-8859-1"?><activity>1</activity><phase>0</phase><reimbursment></reimbursment><agreement></agreement><exemption>1</exemption><regroupment>ADC</regroupment>"
"HAMA024";"anesthésie";"125,40";"<?xml version="1.0" encoding="ISO-8859-1"?><activity>4</activity><phase>0</phase><reimbursment></reimbursment><agreement></agreement><exemption>1</exemption><regroupment>ADA</regroupment>"
"HAMA025";"Correction de séquelle labionarinaire d'une fente labio-maxillo-palatine bilatérale";"378,55";"<?xml version="1.0" encoding="ISO-8859-1"?><activity>1</activity><phase>0</phase><reimbursment></reimbursment><agreement></agreement><exemption>1</exemption><regroupment>ADC</regroupment>"
"HAMA025";"anesthésie";"146,30";"<?xml version="1.0" encoding="ISO-8859-1"?><activity>4</activity><phase>0</phase><reimbursment></reimbursment><agreement></agreement><exemption>1</exemption><regroupment>ADA</regroupment>"
"HAMA007";"Phase 1 : réalisation du lambeau hétérolabial";"262,13";"<?xml version="1.0" encoding="ISO-8859-1"?><activity>1</activity><phase>1</phase><reimbursment></reimbursment><agreement></agreement><exemption>1</exemption><regroupment>ADC</regroupment>"
"HAMA007";"anesthésie";"92,74";"<?xml version="1.0" encoding="ISO-8859-1"?><activity>4</activity><phase>1</phase><reimbursment></reimbursment><agreement></agreement><exemption>1</exemption><regroupment>ADA</regroupment>"
"HAMA007";"Phase 2 : section du pédicule du lambeau hétérolabial";"104,50";"<?xml version="1.0" encoding="ISO-8859-1"?><activity>1</activity><phase>2</phase><reimbursment></reimbursment><agreement></agreement><exemption>1</exemption><regroupment>ADC</regroupment>"
"HAMA007";"anesthésie";"71,11";"<?xml version="1.0" encoding="ISO-8859-1"?><activity>4</activity><phase>2</phase><reimbursment></reimbursment><agreement></agreement><exemption>1</exemption><regroupment>ADA</regroupment>"
"HASD002";"Fermeture secondaire unilatérale d'une fente alvéolaire par gingivopériostoplastie ou lambeau muqueux";"224,31";"<?xml version="1.0" encoding="ISO-8859-1"?><activity>1</activity><phase>0</phase><reimbursment></reimbursment><agreement></agreement><exemption>1</exemption><regroupment>ADC</regroupment>"
"HASD002";"anesthésie";"115,39";"<?xml version="1.0" encoding="ISO-8859-1"?><activity>4</activity><phase>0</phase><reimbursment></reimbursment><agreement></agreement><exemption>1</exemption><regroupment>ADA</regroupment>"
"HASD004";"Fermeture secondaire bilatérale d'une fente alvéolaire par gingivopériostoplastie ou lambeau muqueux";"315,89";"<?xml version="1.0" encoding="ISO-8859-1"?><activity>1</activity><phase>0</phase><reimbursment></reimbursment><agreement></agreement><exemption>1</exemption><regroupment>ADC</regroupment>"
