"CNAMTS - CCAM version 23 applicable au 25/01/2010";;;;;;;;;
"Code";"c";"Texte";"Activité";"Phase";"Tarif
(en euro)";"Rembt. ss Cdtions";"Accord Préalable";"Exo. TM";"Regroupement"
;;"(GELE001, ZZHA001)";;;;;;;
"JCFA002";;"Urétérectomie segmentaire lombo-iliaque avec rétablissement de la continuité de l'uretère, par abord direct";1;0;305,32;;;1;"ADC"
"[A, F, J, K, P, S, U, 7]";;"anesthésie";4;0;126,75;;;1;"ADA"
;;"(GELE001, ZZHA001)";;;;;;;
"JCFA003";;"Urétérectomie segmentaire pelvienne avec rétablissement de la continuité de l'uretère, par abord direct";1;0;317,65;;;1;"ADC"
"[A, F, J, K, P, S, U, 7]";;"anesthésie";4;0;127,49;;;1;"ADA"
;;"(GELE001, ZZHA001)";;;;;;;
"JCFA009";;"Urétérectomie segmentaire pelvienne avec réimplantation urétérovésicale, par abord direct";1;0;440,62;;;1;"ADC"
"[A, F, J, K, P, S, U, 7]";;"anesthésie";4;0;249,08;;;1;"ADA"
;;"(GELE001, ZZHA001)";;;;;;;
"JCFA008";;"Urétérectomie segmentaire pelvienne avec réimplantation urétérovésicale et montage antireflux, par abord direct";1;0;489,96;;;1;"ADC"
"[A, J, K, 7]";;"anesthésie";4;0;249,08;;;1;"ADA"
;;"(GELE001, ZZHA001)";;;;;;;
"JCFA010";;"Urétérectomie segmentaire pelvienne avec réimplantation urétérovésicale et plastie de la vessie par mobilisation [vessie psoïque] ou allongement par lambeau pédiculé, par abord direct";1;0;451,71;;;1;"ADC"
"[A, J, K, 7]";;"anesthésie";4;0;249,08;;;1;"ADA"
;;"(GELE001, ZZHA001)";;;;;;;
"JCPA003";;"Section-anastomose d'un uretère rétrocave, par abord direct";1;0;364,12;;;1;"ADC"
"[A, J, K, 7]";;"anesthésie";4;0;142,51;;;1;"ADA"
;;"(GELE001)";;;;;;;
"JCFA005";;"Résection longitudinale modelante d’un méga-uretère avec réimplantation urétérovésicale et montage antireflux, par abord direct";1;0;492,43;;;1;"ADC"
"[A, J, K, 7]";;"Avec ou sans : élongation de la vessie [vessie psoïque]";;;;;;;
;;"anesthésie";4;0;249,08;;;1;"ADA"
;;"(GELE001)";;;;;;;
"JCFA007";;"Exérèse d'une urétérocèle avec réimplantation urétérovésicale homolatérale, par abord direct";1;0;393,32;;;1;"ADC"
"[A, J, K, 7]";;"anesthésie";4;0;249,08;;;1;"ADA"
;;"(GELE001)";;;;;;;
"JCFA004";;"Exérèse d'une urétérocèle avec réimplantation urétérovésicale, héminéphrectomie et urétérectomie totale homolatérales, par abord direct";1;0;663,12;;;1;"ADC"
"[A, J, K, 7]";;"anesthésie";4;0;343,13;;;1;"ADA"
;;"(GELE001)";;;;;;;
"JCFA006";;"Exérèse unilatérale d'une urétérocèle avec réimplantation urétérovésicale bilatérale, par abord direct";1;0;531,23;;;1;"ADC"
"[A, J, K, 7]";;"anesthésie";4;0;343,13;;;1;"ADA"
;;"(GELE001)";;;;;;;
;;;;;;;;;
"08.02.02.14";;"Urétérectomie totale";;;;;;;
;;;;;;;;;
"JCFC001";;"Urétérectomie totale, par cœlioscopie ou par rétropéritonéoscopie";1;0;305,55;;;1;"ADC"
"[A, J, K, 7]";;"anesthésie";4;0;173,81;;;1;"ADA"
;;"(GELE001, ZZHA001)";;;;;;;
"JCFA001";;"Urétérectomie totale, par abord direct";1;0;266,31;;;1;"ADC"
"[A, J, K, 7]";;"anesthésie";4;0;137,34;;;1;"ADA"
;;"(GELE001, ZZHA001)";;;;;;;
;;;;;;;;;
"08.02.02.15";;"Remplacement de l'uretère";;;;;;;
;;;;;;;;;
"JCKA001";;"Remplacement partiel de l'uretère par un segment digestif, par abord direct";1;0;531,43;;;1;"ADC"
"[A, J, K, 7]";;"anesthésie";4;0;202,18;;;1;"ADA"
;;"(GELE001, YYYY405)";;;;;;;
"JCKA002";;"Remplacement total de l'uretère par un segment digestif, par abord direct";1;0;568,45;;;1;"ADC"
"[A, J, K, 7]";;"anesthésie";4;0;202,18;;;1;"ADA"
;;"(GELE001)";;;;;;;
"JCCA010";;"Dérivation de l'urine par conduit rénovésical prothétique souscutané, sans néphrostomie";1;0;319,30;;;1;"ADC"
"[A, J, K, 7]";;"anesthésie";4;0;171,11;;;1;"ADA"
;;"(GELE001)";;;;;;;
"JCCA009";;"Dérivation de l'urine par conduit rénovésical prothétique souscutané, avec néphrostomie";1;0;308,25;;;1;"ADC"
"[A, J, K, 7]";;"anesthésie";4;0;171,11;;;1;"ADA"
;;"(GELE001, YYYY405)";;;;;;;
;;;;;;;;;
"08.02.02.16";;"Dilatation de l'uretère";;;;;;;
;;;;;;;;;
"JCAD001";;"Dilatation de l'uretère, par une néphrostomie déjà en place";1;0;224,90;;;1;"ATM"
"[A, J, K, 7]";;"anesthésie";4;0;114,09;;;1;"ADA"
;;"(YYYY405)";;;;;;;
"JCAF001";;"Dilatation de l'uretère, par voie transcutanée";1;0;316,19;;;1;"ATM"
"[A, J, K, 7]";;"anesthésie";4;0;114,09;;;1;"ADA"
;;"(GELE001, YYYY405)";;;;;;;
"JCAE001";;"Dilatation de l'uretère, par urétéroscopie rétrograde";1;0;247,92;;;1;"ATM"
"[A, F, J, K, P, S, U, 7]";;"anesthésie";4;0;114,09;;;1;"ADA"
;;"(GELE001, YYYY405)";;;;;;;
"JCAH001";;"Dilatation de l'uretère, par urétrocystoscopie avec guidage radiologique";1;0;86,40;;;1;"ATM"
"[A, F, P, S, U, 7]";;"anesthésie";4;0;76,61;;;1;"ADA"
;;"(GELE001, YYYY405)";;;;;;;
"JCPD001";;"Reperméation de l'uretère par forage intraluminal";1;0;271,37;;;1;"ADC"
"[A, F, J, K, P, S, U, 7]";;"anesthésie";4;0;124,90;;;1;"ADA"
;;"(GELE001, YYYY405)";;;;;;;
;;;;;;;;;
"08.02.02.17";;"Libération de l'uretère [Urétérolyse]";;;;;;;
;;;;;;;;;
"JCPC002";;"Libération de l'uretère sans intrapéritonisation, par cœlioscopie ou par rétropéritonéoscopie";1;0;287,99;;;1;"ADC"
"[A, J, K, 7]";;"anesthésie";4;0;176,03;;;1;"ADA"
;;"(GELE001)";;;;;;;
"JCPA002";;"Libération de l'uretère sans intrapéritonisation, par abord direct";1;0;290,70;;;1;"ADC"
"[A, J, K, 7]";;"anesthésie";4;0;133,69;;;1;"ADA"
;;"(GELE001, HPMA001)";;;;;;;
"JCPC001";;"Libération de l'uretère avec intrapéritonisation ou lambeau péritonéal, par cœlioscopie ou par rétropéritonéoscopie";1;0;362,42;;;1;"ADC"
"[A, J, K, 7]";;"anesthésie";4;0;192,16;;;1;"ADA"
;;"(GELE001)";;;;;;;
"JCPA001";;"Libération de l'uretère avec intrapéritonisation ou lambeau péritonéal, par abord direct";1;0;331,41;;;1;"ADC"
"[A, J, K, 7]";;"anesthésie";4;0;149,45;;;1;"ADA"
;;"(GELE001, HPMA001)";;;;;;;
;;;;;;;;;
"08.02.02.18";;"Fermeture de fistule de l'uretère";;;;;;;
;;"À l'exclusion de : fermeture de fistule avec résection de segment viscéral : d'uretère, d'intestin...; coder uniquement l'acte d'exérèse";;;;;;;
;;"La fermeture d'une fistule inclut la résection des berges et du trajet fistuleux.";;;;;;;
;;"Avec ou sans : interposition d'appendice [de frange] épiploïque ";;;;;;;
;;;;;;;;;
"JCSA003";;"Fermeture de fistule urétérocutanée acquise, par abord direct";1;0;296,68;;;1;"ADC"
"[A, J, K, 7]";;"anesthésie";4;0;148,75;;;1;"ADA"
;;"(GELE001)";;;;;;;
"JCSA001";;"Fermeture de fistule urétérodigestive acquise, par abord direct";1;0;393,20;;;1;"ADC"
"[A, J, K, 7]";;"anesthésie";4;0;169,99;;;1;"ADA"
;;"(GELE001, HPMA001)";;;;;;;
"JCSA002";;"Fermeture de fistule urétéro-utérine acquise, par abord direct";1;0;358,65;;;1;"ADC"
"[A, J, K, 7]";;"anesthésie";4;0;164,12;;;1;"ADA"
;;"(GELE001, HPMA001)";;;;;;;
"JCSA005";;"Fermeture de fistule urétérovésicale acquise, par abord direct";1;0;367,28;;;1;"ADC"
"[A, J, K, 7]";;"anesthésie";4;0;155,70;;;1;"ADA"
;;"(GELE001, HPMA001)";;;;;;;
"JCSA004";;"Fermeture de fistule urétérovaginale acquise, par abord direct";1;0;358,65;;;1;"ADC"
"[A, J, K, 7]";;"anesthésie";4;0;167,42;;;1;"ADA"
;;"(GELE001, HPMA001)";;;;;;;
;;;;;;;;;
"08.02.02.19";;"Autres actes thérapeutiques sur les voies urinaires supérieures";;;;;;;
;;;;;;;;;
"JCLE004";;"Injection sousmuqueuse intra-urétérale de matériel hétérologue, par endoscopie";1;0;104,47;;;1;"ATM"
"[A, 7]";;"Correction endoscopique de reflux vésico-urétéral";;;;;;;
;;"anesthésie";4;0;67,63;;;1;"ADA"
;;"(GELE001, YYYY405)";;;;;;;
"JCPE002";;"Incision du méat urétéral, par endoscopie";1;0;100,44;;;1;"ADC"
"[A, F, P, S, U, 7]";;"anesthésie";4;0;63,19;;;1;"ADA"
;;"(GELE001, YYYY405)";;;;;;;
"JCPE001";;"Incision d'une urétérocèle, par endoscopie";1;0;152,25;;;1;"ADC"
"[A, F, P, S, U, 7]";;"anesthésie";4;0;72,70;;;1;"ADA"
;;"(GELE001, YYYY405)";;;;;;;
"JCGH003";;"Ablation d'un fragment de matériel intra-urétéral par une néphrostomie déjà en place, avec guidage radiologique";1;0;86,40;;;1;"ATM"
;;"(YYYY405, ZZLP025)";;;;;;;
;;;;;;;;;
"08.02.03";;"Actes thérapeutiques sur la vessie";;;;;;;
;;"À l'exclusion de : actes sur le col de la vessie (cf 08.02.04)";;;;;;;
;;;;;;;;;
;;;;;;;;;
"08.02.03.01";;"Pose de sonde et évacuation de la vessie";;;;;;;
;;;;;;;;;
"JDJD001";;"Évacuation de la vessie par cathétérisme transitoire [Sondage vésical évacuateur]";1;0;16,78;;;1;"ATM"
"[F, P, S, U]";;"Facturation : ne peut pas être facturé avec un forfait de réanimation (YYYY015, YYYY020)";;;;;;;
"JDLD001";;"Pose d'une sonde urétrovésicale [Sondage vésical à demeure]";1;0;14,73;;;1;"ATM"
"[F, P, S, U]";;"Facturation : ne peut pas être facturé avec un forfait de réanimation (YYYY015, YYYY020)";;;;;;;
"JDLF001";;"Pose d'un cathéter intravésical, par voie transcutanée suprapubienne";1;0;49,10;;;1;"ATM"
"[F, P, S, U]";;"Facturation : ne peut pas être facturé avec un forfait de réanimation (YYYY015, YYYY020)";;;;;;;
"JDJD002";;"Décaillotage de la vessie par sonde, par voie urétrale";1;0;31,69;;;1;"ATM"
"[F, P, S, U]";;;;;;;;;
"JDJE001";;"Décaillotage de la vessie, par endoscopie";1;0;88,51;;;1;"ATM"
"[A, F, P, S, U, 7]";;"Avec ou sans : électrocoagulation de la vessie";;;;;;;
;;"anesthésie";4;0;76,24;;;1;"ADA"
;;"(GELE001)";;;;;;;
;;;;;;;;;
"08.02.03.02";;"Cystostomie";;;;;;;
;;;;;;;;;
"JDCJ001";;"Cystostomie, par voie transcutanée avec guidage échographique";1;0;125,40;;;1;"ATM"
"[F, P, S, U]";;"(ZZLP025)";;;;;;;
"JDCA002";;"Cystostomie cutanée, par laparotomie";1;0;127,10;;;1;"ADC"
"[A, F, P, S, U, 7]";;"anesthésie";4;0;78,44;;;1;"ADA"
;;"(GELE001)";;;;;;;
"JDCA001";;"Cystostomie cutanée continente sans fermeture du col de la vessie, par laparotomie";1;0;381,80;;;1;"ADC"
"[A, J, K, 7]";;"Cystostomie continente transintestinale ou transurétérale, sans fermeture du col de la vessie";;;;;;;
;;"anesthésie";4;0;192,99;;;1;"ADA"
;;"(GELE001)";;;;;;;
"JDCA004";;"Cystostomie cutanée continente avec fermeture du col de la vessie, par laparotomie";1;0;515,21;;;1;"ADC"
"[A, J, K, 7]";;"Cystostomie continente transintestinale ou transurétérale, avec fermeture du col de la vessie";;;;;;;
;;"anesthésie";4;0;243,11;;;1;"ADA"
;;"(GELE001)";;;;;;;
;;;;;;;;;
"08.02.03.03";;"Changement de sonde vésicale";;;;;;;
;;;;;;;;;
"JDKD002";;"Changement d'une sonde urétrovésicale";1;0;14,73;;;1;"ATM"
"[F, P, S, U]";;;;;;;;;
"JDKD001";;"Changement d'une sonde de cystostomie";1;0;23,36;;;1;"ATM"
"[F, P, S, U]";;;;;;;;;
;;;;;;;;;
"08.02.03.04";;"Ablation et fragmentation de calcul de la vessie";;;;;;;
;;;;;;;;;
"JDGE001";;"Ablation de calcul ou de corps étranger de la vessie, par endoscopie";1;0;133,68;;;1;"ADC"
"[A, F, P, S, U, 7]";;"Avec ou sans : fragmentation de calcul";;;;;;;
;;"anesthésie";4;0;76,61;;;1;"ADA"
;;"(GELE001)";;;;;;;
"JDNM001";;"Lithotritie extracorporelle de la vessie";1;0;160,41;;;1;"ATM"
;;"(ZZLP025)";;;;;;;
;;;;;;;;;
"08.02.03.05";;"Destruction, résection et exérèse de lésion de la vessie";;;;;;;
;;;;;;;;;
"JDNE001";;"Destruction de lésion de la vessie, par endoscopie";1;0;106,04;;;1;"ADC"
"[A, 7]";;"Facturation : 3 fois maximum en 12 mois";;;;;;;
;;"anesthésie";4;0;79,91;;;1;"ADA"
;;"(GELE001)";;;;;;;
"JDFE002";;"Résection de 1 à 3 tumeurs de la vessie, par endoscopie";1;0;173,44;;;1;"ADC"
"[A, J, K, 7]";;"anesthésie";4;0;82,47;;;1;"ADA"
;;"(GELE001)";;;;;;;
"JDFE001";;"Résection de 4 tumeurs de la vessie ou plus, par endoscopie";1;0;207,16;;;1;"ADC"
"[A, J, K, 7]";;"anesthésie";4;0;100,80;;;1;"ADA"
;;"(GELE001)";;;;;;;
"JDFC001";;"Exérèse de diverticule de la vessie, par cœlioscopie";1;0;342,30;;;1;"ADC"
"[A, J, K, 7]";;"Facturation : ne peut pas être facturé avec l'acte de résection du col de la vessie";;;;;;;
;;"anesthésie";4;0;149,40;;;1;"ADA"
;;"(GELE001, ZZHA001)";;;;;;;
"JDFA002";;"Exérèse de diverticule de la vessie, par laparotomie";1;0;313,50;;;1;"ADC"
"[A, J, K, 7]";;"Facturation : ne peut pas être facturé avec l'acte de résection du col de la vessie";;;;;;;
;;"anesthésie";4;0;152,01;;;1;"ADA"
;;"(GELE001, ZZHA001)";;;;;;;
;;;;;;;;;
"08.02.03.06";;"Cystectomie partielle";;;;;;;
;;"Coder éventuellement : curage lymphonodal abdominal (cf 05.02.02.04)";;;;;;;
;;;;;;;;;
"JDFC023";;"Cystectomie partielle, par cœlioscopie";1;0;279,60;;;1;"ADC"
"[A, F, J, K, P, S, U, 6, 7, 8]";;"Indication : étiologie bénigne";;;;;;;
;;"anesthésie";4;0;169,77;;;1;"ADA"
;;"(GELE001, ZZHA001)";;;;;;;
"JDFA011";;"Cystectomie partielle, par laparotomie";1;0;250,80;;;1;"ADC"
"[A, F, J, K, P, S, U, 7]";;"anesthésie";4;0;145,77;;;1;"ADA"
;;"(GELE001, ZZHA001)";;;;;;;
"JDFA014";;"Cystectomie partielle avec implantation de matériel pour irradiation interstitielle de la vessie, par laparotomie";1;0;453,24;;;1;"ADC"
"[A, J, K, 7]";;"anesthésie";4;0;192,51;;;1;"ADA"
;;"(GELE001, ZZHA001)";;;;;;;
"JDFA017";;"Cystectomie partielle avec réimplantation urétérovésicale, par laparotomie";1;0;537,69;;;1;"ADC"
"[A, J, K, 7]";;"anesthésie";4;0;311,78;;;1;"ADA"
;;"(GELE001, ZZHA001)";;;;;;;
"JDFA004";;"Cystectomie supratrigonale avec entérocystoplastie détubulée d'agrandissement, par laparotomie";1;0;955,68;;;1;"ADC"
"[A, J, K, 7]";;"anesthésie";4;0;395,38;;;1;"ADA"
;;"(GELE001, ZZHA001)";;;;;;;
"JDFA015";;"Cystectomie supratrigonale avec entérocystoplastie détubulée d'agrandissement et réimplantation urétérovésicale, par laparotomie";1;0;1133,33;;;1;"ADC"
"[A, J, K, 7]";;"anesthésie";4;0;426,73;;;1;"ADA"
;;"(GELE001, ZZHA001)";;;;;;;
;;;;;;;;;
"08.02.03.07";;"Cystectomie totale";;;;;;;
;;"À l'exclusion de : cystectomie totale avec hystérectomie [pelvectomie antérieure] (cf 08.06.02.03)";;;;;;;
;;"Coder éventuellement : curage lymphonodal abdominal (cf 05.02.02.04)";;;;;;;
;;;;;;;;;
"JDFA005";;"Cystectomie totale, par laparotomie";1;0;575,79;;;1;"ADC"
"[A, F, J, K, P, S, U, 7]";;"anesthésie";4;0;249,08;;;1;"ADA"
;;"(GELE001, ZZHA001, ZZNA002)";;;;;;;
"JDFA001";;"Cystectomie totale avec urétérostomie cutanée, par laparotomie";1;0;702,04;;;1;"ADC"
"[A, J, K, 7]";;"anesthésie";4;0;255,27;;;1;"ADA"
;;"(GELE001, ZZHA001, ZZNA002)";;;;;;;
"JDFA008";;"Cystectomie totale avec urétérostomie cutanée transintestinale par anse non détubulée, par laparotomie";1;0;907,01;;;1;"ADC"
"[A, J, K, 7]";;"anesthésie";4;0;343,13;;;1;"ADA"
;;"(GELE001, ZZHA001, ZZNA002)";;;;;;;
"JDFA003";;"Cystectomie totale avec urétérostomie cutanée transintestinale par anse détubulée continente, par laparotomie";1;0;983,50;;;1;"ADC"
"[A, J, K, 7]";;"anesthésie";4;0;367,72;;;1;"ADA"
;;"(GELE001, ZZHA001, ZZNA002)";;;;;;;
"JDFA009";;"Cystectomie totale avec anastomose urétérocolique directe, par laparotomie";1;0;790,34;;;1;"ADC"
"[A, J, K, 7]";;"anesthésie";4;0;290,88;;;1;"ADA"
;;"(GELE001, ZZHA001, ZZNA002)";;;;;;;
"JDFA006";;"Cystectomie totale avec anastomose urétérocolique et confection d'un réservoir détubulé rectosigmoïdien ou iléo-recto-sigmoïdien, par laparotomie";1;0;1008,18;;;1;"ADC"
"[A, J, K, 7]";;"anesthésie";4;0;374,48;;;1;"ADA"
;;"(GELE001, ZZHA001, ZZNA002)";;;;;;;
"JDFA016";;"Cystectomie totale avec entérocystoplastie de remplacement [néovessie] orthotopique par anse détubulée, par laparotomie";1;0;1157,86;;;1;"ADC"
"[A, J, K, 7]";;"anesthésie";4;0;374,48;;;1;"ADA"
;;"(GELE001, ZZHA001, ZZNA002)";;;;;;;
;;;;;;;;;
"08.02.03.08";;"Fixation et soutènement de la vessie";;;;;;;
;;;;;;;;;
"JDDC002";;"Cervicocystopexie indirecte au ligament pectinéal [de Cooper], par cœlioscopie";1;0;232,72;;;1;"ADC"
"[A, J, K, 7]";;"Opération selon Burch, selon Marshall - Marchetti - Krantz ou selon Scali, par cœlioscopie";;;;;;;
;;"Avec ou sans : pose de bandelette";;;;;;;
;;"anesthésie";4;0;123,08;;;1;"ADA"
;;"(GELE001)";;;;;;;
"JDDA002";;"Cervicocystopexie indirecte au ligament pectinéal [de Cooper], par laparotomie";1;0;197,69;;;1;"ADC"
"[A, J, K, 7]";;"Opération selon Burch, selon Marshall - Marchetti - Krantz ou selon Scali, par laparotomie";;;;;;;
;;"Avec ou sans : pose de bandelette";;;;;;;
;;"anesthésie";4;0;120,87;;;1;"ADA"
;;"(GELE001)";;;;;;;
"JDDA008";;"Cervicocystopexie indirecte par abord vaginal et par voie abdominale, avec guidage endoscopique";1;0;207,29;;;1;"ADC"
"[A, J, K, 7]";;"Opération selon Raz, selon Pereira ou selon Stamey";;;;;;;
;;"anesthésie";4;0;131,68;;;1;"ADA"
;;"(GELE001)";;;;;;;
"JDDA007";;"Cervicocystopexie indirecte par bandelette vaginale pédiculée, par laparotomie et par abord vaginal";1;0;281,29;;;1;"ADC"
"[A, J, K, 7]";;"Opération selon Bologna";;;;;;;
;;"anesthésie";4;0;131,49;;;1;"ADA"
;;"(GELE001)";;;;;;;
"JDDA005";;"Cervicocystopexie directe par bandelette prothétique infra-urétrale, par laparotomie";1;0;231,48;;;1;"ADC"
"[A, J, K, 7]";;"anesthésie";4;0;118,31;;;1;"ADA"
;;"(GELE001)";;;;;;;
"JDDA004";;"Cervicocystopexie directe par bandelette aponévrotique infra-urétrale, par laparotomie";1;0;263,14;;;1;"ADC"
"[A, J, K, 7]";;"Opération par fronde selon Cukier";;;;;;;
;;"anesthésie";4;0;128,57;;;1;"ADA"
;;"(GELE001)";;;;;;;
"JDDA006";;"Cervicocystopexie directe par bandelette infra-urétrale, par laparotomie et par voie transvaginale";1;0;281,29;;;1;"ADC"
"[A, J, K, 7]";;"Opération selon Göbell - Stöckel";;;;;;;
;;"anesthésie";4;0;131,49;;;1;"ADA"
;;"(GELE001)";;;;;;;
"JDDA003";;"Cervicocystopexie par bandelette par abord vaginal et par voie transcutanée, avec guidage endoscopique";1;0;212,49;;;1;"ADC"
"[A, J, K, 7]";;"anesthésie";4;0;129,85;;;1;"ADA"
;;"(GELE001, HHFA032)";;;;;;;
"JDDB001";;"Cervicocystopexie par bandelette synthétique infra-urétrale, par voie transvaginale et par voie transcutanée, avec guidage endoscopique";1;0;207,29;;;1;"ADC"
"[A, J, K, 7]";;"Technique tension free vaginal tape [TVT]";;;;;;;
;;"anesthésie";4;0;127,64;;;1;"ADA"
;;"(GELE001)";;;;;;;
"JMBA001";;"Plicature infra-urétrale, par abord vaginal";1;0;197,69;;;1;"ADC"
"[A, J, K, 7]";;"Opération selon Marion";;;;;;;
;;"anesthésie";4;0;113,18;;;1;"ADA"
;;"(GELE001, HHFA032)";;;;;;;
"JMDA001";;"Soutènement vésical par myoplastie infra-urétrale, par abord vaginal";1;0;208,45;;;1;"ADC"
"[A, J, K, 7]";;"Opération selon Ingelmann, selon Sundberg ou selon Berkoff";;;;;;;
;;"anesthésie";4;0;119,77;;;1;"ADA"
;;"(GELE001, HHFA032)";;;;;;;
"JRPA001";;"Section d'une bandelette synthétique infra-urétrale, par abord vaginal";1;0;83,90;;;1;"ADC"
"[A, 7]";;"anesthésie";4;0;48,00;;;1;"ADA"
;;"(GELE001, HHFA032)";;;;;;;
"JRGA001";;"Ablation d'une bandelette synthétique infra-urétrale, par abord vaginal";1;0;188,84;;;1;"ADC"
"[A, F, J, K, P, S, U, 7]";;"anesthésie";4;0;78,49;;;1;"ADA"
;;"(GELE001, HHFA032)";;;;;;;
"JRGC001";;"Ablation partielle d'une bandelette synthétique infra-urétrale, par cœlioscopie";1;0;217,38;;;1;"ADC"
"[A, F, J, K, P, S, U, 7]";;"anesthésie";4;0;102,49;;;1;"ADA"
;;"(GELE001)";;;;;;;
"JRGA002";;"Ablation partielle d'une bandelette synthétique infra-urétrale, par laparotomie";1;0;205,29;;;1;"ADC"
"[A, F, J, K, P, S, U, 7]";;"anesthésie";4;0;78,49;;;1;"ADA"
;;"(GELE001)";;;;;;;
"JRGA004";;"Ablation totale d'une bandelette synthétique infra-urétrale, par cœlioscopie et par abord vaginal";1;0;259,62;;;1;"ADC"
"[A, F, J, K, P, S, U, 7]";;"anesthésie";4;0;127,64;;;1;"ADA"
;;"(GELE001)";;;;;;;
"JRGA003";;"Ablation totale d'une bandelette synthétique infra-urétrale, par laparotomie et par abord vaginal";1;0;239,29;;;1;"ADC"
"[A, F, J, K, P, S, U, 7]";;"anesthésie";4;0;103,64;;;1;"ADA"
;;"(GELE001)";;;;;;;
;;;;;;;;;
"08.02.03.09";;"Suture et plastie de la vessie";;;;;;;
;;;;;;;;;
"JDCC016";;"Suture de plaie ou de rupture de vessie, par cœlioscopie";1;0;226,49;;;1;"ADC"
"[A, F, J, K, P, S, U, 6, 7, 8]";;"anesthésie";4;0;179,89;;;1;"ADA"
;;"(GELE001)";;;;;;;
"JDCA003";;"Suture de plaie ou de rupture de vessie, par laparotomie";1;0;197,69;;;1;"ADC"
"[A, F, J, K, P, S, U, 7]";;"anesthésie";4;0;155,89;;;1;"ADA"
;;"(GELE001)";;;;;;;
"JDMA001";;"Entérocystoplastie d'agrandissement par anse détubulée, par laparotomie";1;0;583,48;;;1;"ADC"
"[A, J, K, 7]";;"Agrandissement de la vessie par patch";;;;;;;
;;"anesthésie";4;0;332,68;;;1;"ADA"
;;"(GELE001)";;;;;;;
"JDMA002";;"Entérocystoplastie d'agrandissement avec réimplantation urétérovésicale bilatérale, par laparotomie";1;0;740,23;;;1;"ADC"
"[A, J, K, 7]";;"anesthésie";4;0;426,73;;;1;"ADA"
;;"(GELE001)";;;;;;;
;;;;;;;;;
"08.02.03.10";;"Fermeture de fistule de la vessie";;;;;;;
;;"À l'exclusion de : fermeture de fistule
- avec malformation anorectale congénitale (cf 07.03.08.10)
- avec résection de segment viscéral : de vessie, d'intestin... ; coder uniquement l'acte d'exérèse";;;;;;;
;;"La fermeture d'une fistule inclut la résection des berges et du trajet fistuleux.";;;;;;;
;;"Avec ou sans : interposition d'appendice [de frange] épiploïque";;;;;;;
;;;;;;;;;
"JDSA008";;"Fermeture de fistule vésicocutanée acquise, par abord direct";1;0;99,26;;;1;"ADC"
"[A, J, K, 7]";;"anesthésie";4;0;81,74;;;1;"ADA"
;;"(GELE001)";;;;;;;
"JDSA011";;"Fermeture de fistule vésicodigestive acquise, par laparotomie";1;0;447,12;;;1;"ADC"
"[A, J, K, 6, 7, 8]";;"anesthésie";4;0;195,97;;;1;"ADA"
;;"(GELE001, HPMA001)";;;;;;;
"JDSA005";;"Fermeture de fistule vésico-utérine acquise, par laparotomie";1;0;281,29;;;1;"ADC"
"[A, J, K, 6, 7, 8]";;"anesthésie";4;0;160,41;;;1;"ADA"
;;"(GELE001, HPMA001)";;;;;;;
"JDSC024";;"Fermeture de fistule vésicovaginale acquise, par cœlioscopie";1;0;342,68;;;1;"ADC"
"[A, J, K, 6, 7, 8]";;"Indication : en cas de non-indication ou d'échec de la voie vaginale ";;;;;;;
;;"anesthésie";4;0;179,89;;;1;"ADA"
;;"(GELE001)";;;;;;;
"JDSA006";;"Fermeture de fistule vésicovaginale acquise, par abord vaginal";1;0;313,88;;;1;"ADC"
"[A, J, K, 6, 7, 8]";;"anesthésie";4;0;155,89;;;1;"ADA"
;;"(GELE001, HHFA032)";;;;;;;
"JDSA002";;"Fermeture de fistule vésicovaginale acquise, par laparotomie";1;0;386,67;;;1;"ADC"
"[A, J, K, 6, 7, 8]";;"anesthésie";4;0;175,81;;;1;"ADA"
;;"(GELE001, HPMA001)";;;;;;;
;;;;;;;;;
"08.02.03.11";;"Correction des malformations congénitales de la vessie";;;;;;;
;;;;;;;;;
"JDFA007";;"Résection d'un kyste ou d'une fistule du ligament ombilical médian [ouraque]";1;0;193,60;;;1;"ADC"
